PHI,RB,OL,QB
TEN,CB,S,DE
NYG,RB,OL,QB
KC,RB,OL,LB
LAC,RB,CB,OL
TB,RB,OL,CB
MIN,RB,OL,QB
DAL,CB,S,DE
HOU,QB,WR,OL
DEN,RB,OL,QB
IND,CB,S,DE
JAX,RB,OL,QB
BUF,CB,S,DE
CLE,CB,S,DE
GB,CB,S,DE
SF,CB,S,DE
SEA,RB,CB,S
NO,CB,S,DE
CHI,CB,RB,S
CIN,CB,S,RB
ARI,RB,OL,QB
PIT,CB,S,DE
BAL,QB,OL,WR
CAR,RB,OL,QB
LA,QB,WR,OL
MIA,RB,CB,S
NE,RB,CB,S
WAS,CB,S,DE
ATL,CB,S,DE
DET,CB,S,DE
LV,CB,S,DE
NYJ,CB,S,DE
